Price,Close,High,Low,Open,Volume
Ticker,MNQ=F,MNQ=F,MNQ=F,MNQ=F,MNQ=F
Date,,,,,
2020-03-05,8648.75,8899.75,8610.75,8889.75,721573
2020-03-06,8503.25,8726.0,8312.0,8675.5,857805
2020-03-09,7951.5,8418.25,7801.0,8418.25,579631
2020-03-10,8331.5,8380.0,7815.5,7894.5,1008309
2020-03-11,8003.5,8334.5,7892.75,8324.25,881797
2020-03-12,7215.25,8108.25,7131.75,7999.0,1087706
2020-03-13,7915.75,7980.0,6942.5,7167.75,263618
2020-03-16,7057.5,7902.25,6926.75,7900.5,117171
2020-03-17,7405.25,7550.25,6946.25,7059.75,126129
2020-03-18,7225.25,7394.5,6828.75,7368.0,85420
2020-03-19,7293.5,7522.5,6896.25,7249.5,77830
2020-03-20,7417.97998046875,7649.0,7150.25,7197.5,949629
2020-03-23,6984.5,7319.25,6628.75,6852.75,918254
2020-03-24,7554.75,7572.75,7005.25,7005.25,737637
2020-03-25,7467.75,7762.25,7372.5,7550.75,914507
2020-03-26,7844.0,7893.5,7310.0,7486.0,817178
2020-03-27,7568.5,7900.25,7551.0,7875.5,714587
2020-03-30,7854.75,7884.75,7391.25,7446.25,638604
2020-03-31,7786.25,7995.0,7747.25,7855.25,638489
2020-04-01,7438.75,7778.75,7403.75,7771.75,628469
2020-04-02,7627.25,7656.5,7375.5,7473.0,752413
2020-04-03,7522.75,7660.5,7423.5,7624.5,514780
2020-04-06,8029.75,8099.0,7531.0,7531.0,519762
2020-04-07,8012.0,8303.75,7947.75,8034.25,728192
2020-04-08,8189.75,8242.0,7953.0,8012.75,611343
2020-04-09,8227.5,8327.0,8102.0,8193.75,640194
2020-04-13,8327.25,8337.75,8075.0,8276.0,442775
2020-04-14,8692.5,8708.5,8319.0,8335.75,452894
2020-04-15,8594.0,8706.0,8486.5,8705.75,496023
2020-04-16,8734.25,8842.75,8500.5,8577.75,591051
2020-04-17,8809.0,8967.75,8689.0,8879.75,578506
2020-04-20,8692.0,8846.0,8686.25,8800.75,512401
2020-04-21,8431.75,8763.0,8342.0,8698.25,756967
2020-04-22,8638.0,8699.25,8399.5,8444.75,511968
2020-04-23,8598.75,8787.0,8582.25,8634.25,502851
2020-04-24,8769.0,8804.0,8498.0,8587.0,455864
2020-04-27,8824.25,8898.0,8728.75,8766.75,432329
2020-04-28,8719.75,8946.0,8654.25,8818.5,568433
2020-04-29,9036.5,9119.25,8733.5,8757.75,550987
