Price,Close,High,Low,Open,Volume
Ticker,MNQ=F,MNQ=F,MNQ=F,MNQ=F,MNQ=F
Date,,,,,
2020-04-30,8988.5,9144.75,8856.0,9109.75,638640
2020-05-01,8718.0,8878.5,8671.75,8847.25,521789
2020-05-04,8795.5,8827.5,8556.75,8654.25,531885
2020-05-05,8924.25,9019.75,8796.75,8805.5,515262
2020-05-06,8952.0,9056.5,8877.75,8930.0,561342
2020-05-07,9107.75,9126.0,8930.0,8949.75,503951
2020-05-08,9218.25,9238.0,9102.75,9115.0,453878
2020-05-11,9279.0,9338.75,9118.75,9199.0,575017
2020-05-12,9078.25,9345.75,9040.25,9281.25,680169
2020-05-13,8992.25,9202.5,8878.25,9047.75,954303
2020-05-14,9079.5,9105.0,8846.5,9011.5,852451
2020-05-15,9096.5,9148.75,8925.25,9085.75,805229
2020-05-18,9325.5,9361.5,9110.0,9121.5,557059
2020-05-19,9300.75,9417.25,9283.0,9317.0,642706
2020-05-20,9485.5,9497.75,9273.25,9291.0,533057
2020-05-21,9355.75,9510.5,9352.25,9496.25,641920
2020-05-22,9406.25,9422.75,9241.25,9361.0,602885
2020-05-26,9406.5,9604.0,9373.0,9404.5,742940
2020-05-27,9432.5,9508.0,9173.25,9409.75,765863
2020-05-28,9460.25,9565.5,9320.5,9437.0,783024
2020-05-29,9560.25,9590.5,9372.0,9454.75,885086
2020-06-01,9595.0,9606.0,9450.0,9541.0,547341
2020-06-02,9647.75,9669.75,9505.0,9589.0,564461
2020-06-03,9684.75,9728.25,9635.25,9657.0,502427
2020-06-04,9626.25,9742.5,9572.5,9684.0,580279
2020-06-05,9808.5,9846.75,9602.0,9642.25,554626
2020-06-08,9884.75,9901.0,9746.75,9819.0,436570
2020-06-09,9951.0,10007.5,9811.5,9887.25,539628
2020-06-10,10087.25,10155.5,9957.5,9960.0,626919
2020-06-11,9616.75,10107.0,9584.5,10086.25,1077900
